nyt_name,slug,state_id
David Baird,david-baird,NJ
David Baird,david-baird-1,NJ
Joseph Edward Baird,joseph-edward-baird,OH
Samuel Thomas Baird,samuel-thomas-baird,LA
Caleb Baker,caleb-baker,NY
Charles Simeon Baker,charles-simeon-baker,NY
David Jewett Baker,david-jewett-baker,IL
Edward Dickinson Baker,edward-dickinson-baker,IL
Ezra Baker,ezra-baker,NJ
Henry Moore Baker,henry-moore-baker,NH
Howard Henry Baker,howard-henry-baker,TN
Irene Bailey Baker,irene-bailey-baker,TN
Jacob Thompson Baker,jacob-thompson-baker,NJ
Jehu Baker,jehu-baker,IL
John Baker,john-baker,VA
John Harris Baker,john-harris-baker,IN
Lucien Baker,lucien-baker,KS
Osmyn Baker,osmyn-baker,MA
Robert Baker,robert-baker,NY
Stephen Baker,stephen-baker,NY
William Baker,william-baker,KS
William Benjamin Baker,william-benjamin-baker,MD
William Henry Baker,william-henry-baker,NY
Charles Montague Bakewell,charles-montague-bakewell,CT
Howard Malcolm Baldrige,howard-malcolm-baldrige,NE
Augustus Carpenter Baldwin,augustus-carpenter-baldwin,MI
Harry Streett Baldwin,harry-streett-baldwin,MD
Henry Baldwin,henry-baldwin,PA
Henry Alexander Baldwin,henry-alexander-baldwin,HI
Henry Porter Baldwin,henry-porter-baldwin,MI
John Baldwin,john-baldwin,CT
John Denison Baldwin,john-denison-baldwin,MA
Joseph Clark Baldwin,joseph-clark-baldwin,NY
Melvin Riley Baldwin,melvin-riley-baldwin,MN
Roger Sherman Baldwin,roger-sherman-baldwin,CT
Simeon Baldwin,simeon-baldwin,CT
Edward Ball,edward-ball,OH
Lewis Heisler Ball,lewis-heisler-ball,DE
Thomas Henry Ball,thomas-henry-ball,TX
Thomas Raymond Ball,thomas-raymond-ball,CT
William Lee Ball,william-lee-ball,VA
John Goff Ballentine,john-goff-ballentine,TN
Latimer Whipple Ballou,latimer-whipple-ballou,RI
William Nicolas Baltz,william-nicolas-baltz,IL
John Hollis Bankhead,john-hollis-bankhead,AL
John Hollis Bankhead,john-hollis-bankhead-1,AL
Walter Will Bankhead,walter-will-bankhead,AL
William Brockman Bankhead,william-brockman-bankhead,AL
John Banks,john-banks,PA
Linn Banks,linn-banks,VA
Nathaniel Prentice Banks,nathaniel-prentice-banks,MA
Henry Blackstone Banning,henry-blackstone-banning,OH
Henry Towne Bannon,henry-towne-bannon,OH
Parke Monroe Banta,parke-monroe-banta,MO
Hiram Barber,hiram-barber,IL
Isaac Ambrose Barber,isaac-ambrose-barber,MD
Joel Allen Barber,joel-allen-barber,WI
Laird Howard Barber,laird-howard-barber,PA
Levi Barber,levi-barber,OH
Noyes Barber,noyes-barber,CT
Henry Ellsworth Barbour,henry-ellsworth-barbour,CA
James Barbour,james-barbour,VA
John Strode Barbour,john-strode-barbour,VA
John Strode Barbour,john-strode-barbour-1,VA
Lucien Barbour,lucien-barbour,IN
Philip Pendleton Barbour,philip-pendleton-barbour,VA
William Warren Barbour,william-warren-barbour,NJ
Andrew Jackson Barchfeld,andrew-jackson-barchfeld,PA
Charles Frederick Barclay,charles-frederick-barclay,PA
David Barclay,david-barclay,PA
David Bard,david-bard,PA
Thomas Robert Bard,thomas-robert-bard,CA
Graham Arthur Barden,graham-arthur-barden,NC
John All Barham,john-all-barham,CA
Abraham Andrews Barker,abraham-andrews-barker,PA
David Barker,david-barker,NH
Joseph Barker,joseph-barker,MA
Ethelbert Barksdale,ethelbert-barksdale,MS
William Barksdale,william-barksdale,MS
Bradley Barlow,bradley-barlow,VT
Charles Averill Barlow,charles-averill-barlow,CA
Stephen Barlow,stephen-barlow,PA
Daniel Dewey Barnard,daniel-dewey-barnard,NY
Isaac Dutton Barnard,isaac-dutton-barnard,PA
William Oscar Barnard,william-oscar-barnard,IN
Demas Barnes,demas-barnes,NY
George Thomas Barnes,george-thomas-barnes,GA
James Martin Barnes,james-martin-barnes,IL
Lyman Eddy Barnes,lyman-eddy-barnes,WI
William Barnett,william-barnett,GA
John Barney,john-barney,MD
Samuel Stebbins Barney,samuel-stebbins-barney,WI
Henry A. Barnhart,henry-a-barnhart,IN
Charles Augustus Barnitz,charles-augustus-barnitz,PA
William Henry Barnum,william-henry-barnum,CT
Robert Woodward Barnwell,robert-woodward-barnwell,SC
Samuel Fleming Barr,samuel-fleming-barr,PA
Thomas Jefferson Barr,thomas-jefferson-barr,NY
Granville Barrere,granville-barrere,IL
Nelson Barrere,nelson-barrere,OH
John Richard Barret,john-richard-barret,MO
William Aloysius Barrett,william-aloysius-barrett,PA
William Emerson Barrett,william-emerson-barrett,MA
Daniel Laurens Barringer,daniel-laurens-barringer,NC
Daniel Moreau Barringer,daniel-moreau-barringer,NC
Alexander Barrow,alexander-barrow,LA
Middleton Pope Barrow,middleton-pope-barrow,GA
Washington Barrow,washington-barrow,TN
Samuel June Barrows,samuel-june-barrows,MA
Alexander Grant Barry,alexander-grant-barry,OR
Frederick George Barry,frederick-george-barry,MS
Henry W. Barry,henry-w-barry,MS
William Taylor Barry,william-taylor-barry,KY
William Taylor Sullivan Barry,william-taylor-sullivan-barry,MS
Gamaliel Henry Barstow,gamaliel-henry-barstow,NY
Gideon Barstow,gideon-barstow,MA
Richard Bartholdt,richard-bartholdt,MO
Horace Franklin Bartine,horace-franklin-bartine,NV
Bailey Bartlett,bailey-bartlett,MA
Charles Lafayette Bartlett,charles-lafayette-bartlett,GA
Franklin Bartlett,franklin-bartlett,NY
George Arthur Bartlett,george-arthur-bartlett,NV
Ichabod Bartlett,ichabod-bartlett,NH
Josiah Bartlett,josiah-bartlett,NH
Thomas Bartlett,thomas-bartlett,VT
Mordecai Bartley,mordecai-bartley,OH
Bruce Barton,bruce-barton,NY
David Barton,david-barton-1,MO
Richard Walker Barton,richard-walker-barton,VA
Samuel Barton,samuel-barton,NY
Silas Reynolds Barton,silas-reynolds-barton,NE
William Edward Barton,william-edward-barton,MO
Charles Barwig,charles-barwig,WI
Coles Bashford,coles-bashford,AZ
Lyman Kidder Bass,lyman-kidder-bass,NY
Burwell Bassett,burwell-bassett,VA
Edward Murray Bassett,edward-murray-bassett,NY
Richard Bassett,richard-bassett,DE
William Brimage Bate,william-brimage-bate,TN
Ephraim Bateman,ephraim-bateman,NJ
Arthur Laban Bates,arthur-laban-bates,PA
Edward Bates,edward-bates,MO
George Joseph Bates,george-joseph-bates,MA
Isaac Chapman Bates,isaac-chapman-bates,MA
James Bates,james-bates,ME
James Woodson Bates,james-woodson-bates,AR
Joseph Bengal Bates,joseph-bengal-bates,KY
Martin Waltham Bates,martin-waltham-bates,DE
Elsworth Raymond Bathrick,elsworth-raymond-bathrick,OH
Portus Baxter,portus-baxter,VT
William Van Ness Bay,william-van-ness-bay,MO
James Asheton Bayard,james-asheton-bayard,DE
James Asheton Bayard,james-asheton-bayard-1,DE
Richard Henry Bayard,richard-henry-bayard,DE
Thomas Francis Bayard,thomas-francis-bayard,DE
Thomas Francis Bayard,thomas-francis-bayard-1,DE
Francis Baylies,francis-baylies,MA
William Baylies,william-baylies,MA
Robert Emmett Bledsoe Baylor,robert-emmett-bledsoe-baylor,AL
Thomas Bayly,thomas-bayly,MD
Thomas Henry Bayly,thomas-henry-bayly,VA
Thomas Monteagle Bayly,thomas-monteagle-bayly,VA
Thomas McKee Bayne,thomas-mckee-bayne,PA
Clifton Bailey Beach,clifton-bailey-beach,OH
Lewis Beach,lewis-beach,NY
Samuel Willard Beakes,samuel-willard-beakes,MI
Charles Lewis Beale,charles-lewis-beale,NY
James Madison Hite Beale,james-madison-hite-beale,VA
Joseph Grant Beale,joseph-grant-beale,PA
Richard Lee Turberville Beale,richard-lee-turberville-beale,VA
Cyrus William Beales,cyrus-william-beales,PA
James Andrew Beall,james-andrew-beall,TX
Reasin Beall,reasin-beall,OH
Harry Peter Beam,harry-peter-beam,IL
Fernando Cortez Beaman,fernando-cortez-beaman,MI
John Valentine Beamer,john-valentine-beamer,IN
Benning Moulton Bean,benning-moulton-bean,NH
Curtis Coe Bean,curtis-coe-bean,AZ
Samuel Beardsley,samuel-beardsley,NY
John Beatty,john-beatty,OH
William Beatty,william-beatty,PA
Martin Beaty,martin-beaty,KY
Andrew Beaumont,andrew-beaumont,PA
Erasmus Williams Beck,erasmus-williams-beck,GA
James Burnie Beck,james-burnie-beck,KY
James Montgomery Beck,james-montgomery-beck,PA
Joseph David Beck,joseph-david-beck,WI
Frank John Becker,frank-john-becker,NY
John Crepps Wickliffe Beckham,john-crepps-wickliffe-beckham,KY
William Morgan Beckner,william-morgan-beckner,KY
Charles Dyer Beckwith,charles-dyer-beckwith,NJ
Lindley Garrison Beckworth,lindley-garrison-beckworth,TX
James Adam Bede,james-adam-bede,MN
George Michael Bedinger,george-michael-bedinger,KY
Henry Bedinger,henry-bedinger,VA
Carlos Bee,carlos-bee,TX
George Monroe Beebe,george-monroe-beebe,NY
Philemon Beecher,philemon-beecher,OH
Carroll Lynwood Beedy,carroll-lynwood-beedy,ME
Thomas Beekman,thomas-beekman,NY
Joseph Henry Beeman,joseph-henry-beeman,MS
Cyrus Beers,cyrus-beers,NY
Edward McMath Beers,edward-mcmath-beers,PA
Henry White Beeson,henry-white-beeson,PA
James Thomas Begg,james-thomas-begg,OH
Josiah Williams Begole,josiah-williams-begole,MI
Jacob Atlee Beidler,jacob-atlee-beidler,OH
Andrew Beirne,andrew-beirne,VA
Alfred Florian Beiter,alfred-florian-beiter,NY
Hiram Belcher,hiram-belcher,ME
Nathan Belcher,nathan-belcher,CT
Page Henry Belcher,page-henry-belcher,OK
George Ogilvie Belden,george-ogilvie-belden,NY
James Jerome Belden,james-jerome-belden,NY
James Burns Belford,james-burns-belford,CO
Joseph McCrum Belford,joseph-mccrum-belford,NY
Charles Eugene Belknap,charles-eugene-belknap,MI
Hugh Reid Belknap,hugh-reid-belknap,IL
Charles Henry Bell,charles-henry-bell,NH
Charles Jasper Bell,charles-jasper-bell,MO
Charles Keith Bell,charles-keith-bell,TX
Charles Webster Bell,charles-webster-bell,CA
Hiram Bell,hiram-bell,OH
Hiram Parks Bell,hiram-parks-bell,GA
James Bell,james-bell,NH
James Martin Bell,james-martin-bell,OH
John Bell,john-bell-1,OH
John Bell,john-bell-2,TN
John Calhoun Bell,john-calhoun-bell,CO
Joshua Fry Bell,joshua-fry-bell,KY
Peter Hansbrough Bell,peter-hansbrough-bell,TX
Samuel Bell,samuel-bell,NH
Samuel Newell Bell,samuel-newell-bell,NH
Theodore Arlington Bell,theodore-arlington-bell,CA
Thomas Montgomery Bell,thomas-montgomery-bell,GA
John Dillard Bellamy,john-dillard-bellamy,NC
Joseph Bellinger,joseph-bellinger,SC
Oliver Hazard Perry Belmont,oliver-hazard-perry-belmont,NY
Perry Belmont,perry-belmont,NY
James Edwin Belser,james-edwin-belser,AL
Frank Eckels Beltzhoover,frank-eckels-beltzhoover,PA
Charles Brewster Benedict,charles-brewster-benedict,NY
Henry Stanley Benedict,henry-stanley-benedict,CA
Christie Benet,christie-benet,SC
John Samuel Benham,john-samuel-benham,IN
John Forbes Benjamin,john-forbes-benjamin,MO
Judah Philip Benjamin,judah-philip-benjamin,LA
George Jacob Benner,george-jacob-benner,PA
Augustus Witschief Bennet,augustus-witschief-bennet,NY
Benjamin Bennet,benjamin-bennet,NJ
Hiram Pitt Bennet,hiram-pitt-bennet,CO
William Stiles Bennet,william-stiles-bennet,NY
Charles Goodwin Bennett,charles-goodwin-bennett,NY
David Smith Bennett,david-smith-bennett,NY
Hendley Stone Bennett,hendley-stone-bennett,MS
Henry Bennett,henry-bennett,NY
Joseph Bentley Bennett,joseph-bentley-bennett,KY
Philip Allen Bennett,philip-allen-bennett,MO
Risden Tyler Bennett,risden-tyler-bennett,NC
Thomas Warren Bennett,thomas-warren-bennett,ID
Allan Benny,allan-benny,NJ
Alfred Washburn Benson,alfred-washburn-benson,KS
Carville Dickinson Benson,carville-dickinson-benson,MD
Elmer Austin Benson,elmer-austin-benson,MN
Samuel Page Benson,samuel-page-benson,ME
Henry Wilbur Bentley,henry-wilbur-bentley,NY
Charles Swan Benton,charles-swan-benton,NY
Jacob Benton,jacob-benton,NH
Lemuel Benton,lemuel-benton,SC
Maecenas Eason Benton,maecenas-eason-benton,MO
Thomas Hart Benton,thomas-hart-benton,MO
Christopher Augustus Bergen,christopher-augustus-bergen,NJ
John Teunis Bergen,john-teunis-bergen,NY
Teunis Garret Bergen,teunis-garret-bergen,NY
Victor Luitpold Berger,victor-luitpold-berger,WI
William Markle Berlin,william-markle-berlin,PA
John Toussaint Bernard,john-toussaint-bernard,MN
John Milton Bernhisel,john-milton-bernhisel,UT
John Macpherson Berrien,john-macpherson-berrien,GA
Albert Seaton Berry,albert-seaton-berry,KY
Campbell Polson Berry,campbell-polson-berry,CA
George Leonard Berry,george-leonard-berry,TN
James Henderson Berry,james-henderson-berry,AR
John Berry,john-berry,OH
Earl Hanley Beshlin,earl-hanley-beshlin,PA
Lauchlin Bethune,lauchlin-bethune,NC
Marion Bethune,marion-bethune,GA
Silas Betton,silas-betton,NH
Samuel Rossiter Betts,samuel-rossiter-betts,NY
Thaddeus Betts,thaddeus-betts,CT
Albert Jeremiah Beveridge,albert-jeremiah-beveridge,IN
John Lourie Beveridge,john-lourie-beveridge,IL
George Mortimer Bibb,george-mortimer-bibb,KY
William Wyatt Bibb,william-wyatt-bibb,GA
Thomas Marshal Bibighaus,thomas-marshal-bibighaus,PA
Bennet Bicknell,bennet-bicknell,NY
George Augustus Bicknell,george-augustus-bicknell,IN
Charles John Biddle,charles-john-biddle,PA
John Biddle,john-biddle,MI
Joseph Franklin Biddle,joseph-franklin-biddle,PA
Richard Biddle,richard-biddle,PA
Benjamin Alden Bidlack,benjamin-alden-bidlack,PA
Barnabas Bidwell,barnabas-bidwell,MA
John Bidwell,john-bidwell,CA
Frederick Elliott Biermann,frederick-elliott-biermann,IA
James Soloman Biery,james-soloman-biery,PA
John Summerfield Bigby,john-summerfield-bigby,GA
Abijah Bigelow,abijah-bigelow,MA
Herbert Seely Bigelow,herbert-seely-bigelow,OH
Lewis Bigelow,lewis-bigelow,MA
Asa Biggs,asa-biggs,NC
Benjamin Thomas Biggs,benjamin-thomas-biggs,DE
Marion Biggs,marion-biggs,CA
William Bigler,william-bigler,PA
Charles Billinghurst,charles-billinghurst,WI
Alexander Billmeyer,alexander-billmeyer,PA
Charles Gustav Binderup,charles-gustav-binderup,NE
Thomas Bines,thomas-bines,NJ
Henry Harrison Bingham,henry-harrison-bingham,PA
Hiram Bingham,hiram-bingham,CT
John Armor Bingham,john-armor-bingham,OH
Kinsley Scott Bingham,kinsley-scott-bingham,MI
Horace Binney,horace-binney,PA
William Fred Birch,william-fred-birch,NJ
John Bird,john-bird,NY
John Taylor Bird,john-taylor-bird,NJ
Richard Ely Bird,richard-ely-bird,KS
Ausburn Birdsall,ausburn-birdsall,NY
Benjamin Pixley Birdsall,benjamin-pixley-birdsall,IA
James Birdsall,james-birdsall,NY
Samuel Birdsall,samuel-birdsall,NY
Victory Birdseye,victory-birdseye,NY
Horatio Bisbee,horatio-bisbee,FL
Cecil William Bishop,cecil-william-bishop,IL
James Bishop,james-bishop,NJ
Phanuel Bishop,phanuel-bishop,MA
Roswell Peter Bishop,roswell-peter-bishop,MI
William Darius Bishop,william-darius-bishop,CT
William Harrison Bissell,william-harrison-bissell,IL
Harris Jacob Bixler,harris-jacob-bixler,PA
Edward Junius Black,edward-junius-black,GA
Eugene Black,eugene-black,TX
Frank Swett Black,frank-swett-black,NY
George Robison Black,george-robison-black,GA
Henry Black,henry-black-1,PA
Hugo Lafayette Black,hugo-lafayette-black,AL
James Black,james-black-1,PA
James Augustus Black,james-augustus-black,SC
James Conquest Cross Black,james-conquest-cross-black,GA
John Black,john-black,MS
John Charles Black,john-charles-black,IL
Loring Milton Black,loring-milton-black,NY
Edmond Spencer Blackburn,edmond-spencer-blackburn,NC
Joseph Clay Stiles Blackburn,joseph-clay-stiles-blackburn,KY
Robert E. Lee Blackburn,robert-e-lee-blackburn,KY
William Jasper Blackburn,william-jasper-blackburn,LA
William Blackledge,william-blackledge,NC
William Salter Blackledge,william-salter-blackledge,NC
Esbon Blackmar,esbon-blackmar,NY
Fred Leonard Blackmon,fred-leonard-blackmon,AL
William Wallace Blackney,william-wallace-blackney,MI
Julius W. Blackwell,julius-w-blackwell,TN
James Gillespie Blaine,james-gillespie-blaine,ME
John James Blaine,john-james-blaine,WI
Austin Blair,austin-blair,MI
Bernard Blair,bernard-blair,NY
Francis Preston Blair,francis-preston-blair,MO
Henry William Blair,henry-william-blair,NH
Jacob Beeson Blair,jacob-beeson-blair,VA
James Blair,james-blair,SC
James Gorrall Blair,james-gorrall-blair,MO
John Blair,john-blair,TN
Samuel Steel Blair,samuel-steel-blair,PA
Daniel Blaisdell,daniel-blaisdell,NH
Harrison Gray Otis Blake,harrison-gray-otis-blake,OH
John Lauris Blake,john-lauris-blake,NJ
John Blake,john-blake,NY
Thomas Holdsworth Blake,thomas-holdsworth-blake,IN
Albert Alexander Blakeney,albert-alexander-blakeney,MD
George Washington Blanchard,george-washington-blanchard,WI
John Blanchard,john-blanchard,PA
Newton Crain Blanchard,newton-crain-blanchard,LA
Oscar Edward Bland,oscar-edward-bland,IN
Richard Parks Bland,richard-parks-bland,MO
Schuyler Otis Bland,schuyler-otis-bland,VA
William Thomas Bland,william-thomas-bland,MO
Leonard Ray Blanton,leonard-ray-blanton,TN
Thomas Lindsay Blanton,thomas-lindsay-blanton,TX
Orrin Dubbs Bleakley,orrin-dubbs-bleakley,PA
Coleman Livingston Blease,coleman-livingston-blease,SC
Jesse Bledsoe,jesse-bledsoe,KY
Harmanus Bleecker,harmanus-bleecker,NY
Aaron Thomas Bliss,aaron-thomas-bliss,MI
Archibald Meserole Bliss,archibald-meserole-bliss,NY
George Bliss,george-bliss,OH
Philemon Bliss,philemon-bliss,OH
Rufus Blodgett,rufus-blodgett,NJ
Sol Bloom,sol-bloom,NY
Joseph Bloomfield,joseph-bloomfield,NJ
James Henderson Blount,james-henderson-blount,GA
Thomas Blount,thomas-blount,NC
William Blount,william-blount,TN
William Grainger Blount,william-grainger-blount,TN
Henry Taylor Blow,henry-taylor-blow,MO
Richard Whiting Blue,richard-whiting-blue,KS
Elijah Boardman,elijah-boardman,CT
William Whiting Boardman,william-whiting-boardman,CT
Alexander Boarman,alexander-boarman,LA
Charles Jahleal Boatner,charles-jahleal-boatner,LA
Abraham Bockee,abraham-bockee,NY
Thomas Stanley Bocock,thomas-stanley-bocock,VA
Andrew Boden,andrew-boden,PA
Robert Nall Bodine,robert-nall-bodine,MO
Charles Bodle,charles-bodle,NY
John William Boehne,john-william-boehne,IN
John William Boehne,john-william-boehne-1,IN
Haldor Erickson Boen,haldor-erickson-boen,MN
Lewis Vital Bogy,lewis-vital-bogy,MO
Frank Probasco Bohn,frank-probasco-bohn,MI
William Dayton Boies,william-dayton-boies,IA
David Alexander Bokee,david-alexander-bokee,NY
Patrick Joseph Boland,patrick-joseph-boland,PA
Veronica Grace Boland,veronica-grace-boland,PA
Thomas Boles,thomas-boles,AR
Stephen Bolles,stephen-bolles,WI
Chester Castle Bolton,chester-castle-bolton,OH
Frances Payne Bolton,frances-payne-bolton,OH
William P. Bolton,william-p-bolton,MD
Charles Grosvenor Bond,charles-grosvenor-bond,NY
Shadrack Bond,shadrack-bond,IL
William Key Bond,william-key-bond,OH
Homer Truett Bone,homer-truett-bone,WA
Milledge Luke Bonham,milledge-luke-bonham,SC
Herbert Covington Bonner,herbert-covington-bonner,NC
Robert William Bonynge,robert-william-bonynge,CO
Azariah Boody,azariah-boody,NY
David Augustus Boody,david-augustus-boody,NY
Charles Ferris Booher,charles-ferris-booher,MO
George William Booker,george-william-booker,VA
Ratliff Boon,ratliff-boon,IN
Andrew Rechmond Boone,andrew-rechmond-boone,KY
Newton Booth,newton-booth,CA
Walter Booth,walter-booth,CT
Melvin Morella Boothman,melvin-morella-boothman,OH
William Samuel Booze,william-samuel-booze,MD
William Edgar Borah,william-edgar-borah,ID
Charles Martin Borchers,charles-martin-borchers,IL
Nathaniel Briggs Borden,nathaniel-briggs-borden,MA
Vincent Boreing,vincent-boreing,KY
Arthur Inghram Boreman,arthur-inghram-boreman,WV
Charles Borland,charles-borland,NY
Solon Borland,solon-borland,AR
William Patterson Borland,william-patterson-borland,MO
Peter I. Borst,peter-i-borst,NY
Reva Zilpha Beck Bosone,reva-zilpha-beck-bosone,UT
John Linscom Boss,john-linscom-boss,RI
Pierre Jean Baptiste Evariste Bossier,pierre-jean-baptiste-evariste-bossier,LA
Alexander Robinson Boteler,alexander-robinson-boteler,VA
Jeremiah Dunham Botkin,jeremiah-dunham-botkin,KS
John Minor Botts,john-minor-botts,VA
Gabriel Bouck,gabriel-bouck,WI
Joseph Bouck,joseph-bouck,NY
Thomas Boude,thomas-boude,PA
James Wood Bouldin,james-wood-bouldin,VA
Thomas Tyler Bouldin,thomas-tyler-bouldin,VA
Charles Dominique Joseph Bouligny,charles-dominique-joseph-bouligny,LA
John Edward Bouligny,john-edward-bouligny,LA
Franklin Bound,franklin-bound,PA
Benjamin Bourne,benjamin-bourne,RI
Jonathan Bourne,jonathan-bourne,OR
Shearjashub Bourne,shearjashub-bourne,MA
Henry Sherman Boutell,henry-sherman-boutell,IL
Charles Addison Boutelle,charles-addison-boutelle,ME
George Sewel Boutwell,george-sewel-boutwell,MA
Matthias Jacob Bovee,matthias-jacob-bovee,NY
George Edwin Bowden,george-edwin-bowden,VA
Lemuel Jackson Bowden,lemuel-jackson-bowden,VA
Stanley Eyre Bowdle,stanley-eyre-bowdle,OH
