nyt_name,slug,state_id
Lane Arthur Siekman,lane-arthur-siekman,IN
Brad T. Bookout,bradley-t-bookout,IN
Matt Strittmatter,matt-strittmatter,IN
John Hatter,john-hatter,IN
Terry A White,terry-a-white,IN
Dave Crooks,david-l-crooks,IN
Andrea F Jr Nuciforo,andrea-f-jr-nuciforo,MA
Herb Robinson,herb-robinson,MA
Elizabeth Childs,elizabeth-childs,MA
Jeffrey Semon,jeffrey-semon,MA
Cathy Johnson Pendleton,cathy-johnson-pendleton,MD
Brandon Orman Rippeon,brandon-orman-rippeon,MD
David Wallace,david-drain-wallace-ii,MD
Patrick D Calder,patrick-d-calder,ME
John W Waltz,john-w-waltz,MI
Martin Joseph Knollenberg,martin-joseph-knollenberg,MI
Sharon Roberson Sund,sharon-roberson-sund,MN
Chris Fields,chris-fields,MN
Lee Byberg,lee-byberg,MN
Jeff Anderson,jeff-anderson,MN
Ann Wagner,ann-l-wagner,MO
Gerald Nolte,gerald-nolte,MO
Heather Dale Mcteer,heather-dale-mcteer,MS
Franke Wilmer,franke-wilmer,MT
Kim Gillan,kim-gillan,MT
David Jon Strohmaier,david-jon-strohmaier,MT
Robert Stutz,robert-stutz,MT
Steve Daines,steven-daines,MT
Frank Palombo,frank-palombo,NC
David Rouzer,david-cheston-rouzer,NC
Scott Keadle,scott-keadle,NC
Daniel B Barry,daniel-b-barry,NC
Vernon Lucius Iii Robinson,vernon-lucius-iii-robinson,NC
Heath Douglas Wynn,heath-douglas-wynn,NC
Timothy Richard Murphy,timothy-richard-murphy,NC
Cecil Bothwell,cecil-bothwell,NC
Jeffrey Paul Hunt,jeffrey-paul-hunt,NC
Mark Meadows,mark-r-meadows,NC
Robert Taylor Johnson,robert-taylor-johnson,NC
George Holding,george-e-b-holding,NC
Paul Coble,paul-coble,NC
Brian Kalk,brian-kalk,ND
John W. Ewing Jr.,john-w-jr-ewing,NE
Brett Lindstrom,brett-lindstrom,NE
Jack Heidel,jack-heidel,NE
Joanne Dowdell,joanne-dowdell,NH
Josef Vernon Hodgkins,josef-vernon-hodgkins,NH
Andrew John Hosmer,andrew-john-hosmer,NH
Jun Choi,jun-choi,NJ
Jason Paul Nezmer Castle,jason-paul-nezmer-castle,NJ
Michael Joseph Shurin,michael-joseph-shurin,NJ
Eric Griego,eric-griego,NM
Marty Chavez,marty-chavez,NM
Michelle Lujan Grisham,michelle-lujan-grisham,NM
Dan Lewis,dan-lewis,NM
Kate Marshall,kate-marshall,NV
Jacques Clement Jr Maye,jacques-clement-jr-maye,NV
Greg Brower,greg-brower,NV
Kirk Lippold,kirk-lippold,NV
David I Weprin,david-i-weprin,NY
Hakeem Jeffries,hakeem-jeffries,NY
Richard H. Becker,richard-h-becker,NY
Brianne Elise Murphy,brianne-elise-murphy,NY
Jane Corwin,jane-corwin,NY
Jack Davis,jack-davis-1,NY
David Bellavia,david-bellavia,NY
Connie Pillich,connie-pillich,OH
Brad Wenstrup,brad-wenstrup,OH
Robert Frost,robert-frost,OH
Jim Bridenstine ,james-frederick-bridenstine,OK
Markwayne Mullin ,markwayne-mullin,OK
George E Faught,george-e-faught,OK
Dustin Price Rowe,dustin-price-rowe,OK
Dakota Lee Wood,dakota-lee-wood,OK
Donald Dwayne Thompson,donald-dwayne-thompson,OK
Wayne Pettigrew,wayne-pettigrew,OK
Brad Avakian,brad-avakian,OR
Bradley K Witt,bradley-k-witt,OR
Suzanne Bonamici ,suzanne-bonamici,OR
Jimmie See Moore,jimmie-see-moore,PA
Bill Vinsko,bill-vinsko,PA
Michael Koffenberger ,miichael-bryant-koffenberger,PA
Brendan Doherty ,brendan-p-doherty,RI
Jeff Barth,jeff-barth,SD
Frank Charles Kuchar,frank-charles-kuchar,TX
Joe Chow,joe-chow,TX
Itamar Gelbman,itamar-gelbman,TX
Phillip Andrews,phillip-andrews,TX
Michael Joseph Truncale,michael-joseph-truncale,TX
James Rowland Jr Old,james-rowland-jr-old,TX
Felicia Harris,felicia-harris,TX
Roberto F Gonzalez,roberto-f-gonzalez,TX
Randy Weber ,randy-weber,TX
George Harper,george-harper,TX
Beto O'Rourke ,robert-beto-orourke,TX
Pete Gallego ,pete-gallego,TX
Grant Patrick Jr Stinchfield,grant-patrick-jr-stinchfield,TX
David Henry Garrison,david-henry-garrison,TX
Brian Matthews,brian-matthews,TX
Chad Wilbanks,chad-wilbanks,TX
Jack Justin Hewlett,jack-justin-hewlett,TX
Dianne Salvagno Costa,dianne-salvagno-costa,TX
Michael L Williams,michael-l-williams,TX
Wesley Allen Riddle,wesley-allen-riddle,TX
William (Bill)Paul Burch,william-billpaul-burch,TX
Tracy Raymond Daniels,tracy-raymond-daniels,TX
Dallas Ray Chambless,dallas-ray-chambless,TX
Dale Brueggemann,dale-allen-brueggemann,TX
John Charles Williams,john-charles-williams,UT
Stephen Sandstrom,stephen-sandstrom,UT
Kurt Bradburn,kurt-bradburn,UT
Paul Odell Hirschbiel Jr.,paul-odell-jr-hirschbiel,VA
Andy Schmookler ,andy-schmookler,VA
Karen U Kwiatkowski,karen-u-kwiatkowski,VA
Wayne Powell ,ernest-wayne-powell,VA
John Douglass ,john-wade-douglass,VA
Kenneth Vaughn,kenneth-vaughn,VA
Christopher S. Perkins ,christopher-s-perkins,VA
Darshan Rauniyar,darshan-rauniyar,WA
Marko Mr Liias,marko-mr-liias,WA
Steve Hobbs,steve-hobbs,WA
Roger Goodman,roger-goodman,WA
Laura E Ruderman,laura-e-ruderman,WA
Greg Anders,greg-anders,WA
Robert Dale Sauerwein,robert-dale-sauerwein,WA
Rob Zerban ,rob-zerban,WI
Mark Pocan ,mark-pocan,WI
Kelda Helen Roys,kelda-helen-roys,WI
David John Worzala,david-john-worzala,WI
Patrick Kreitlow ,patrick-kreitlow,WI
Jonathan Miller,jonathan-miller,WV
Don Bivens,don-bivens,AZ
Bryan Karl Hackbarth,bryan-karl-hackbarth,AZ
Douglas Craig Mckee,douglas-craig-mckee,AZ
Keith Mallory Holbrook,keith-mallory-holbrook,CA
Michael Alan Stollery,michael-alan-stollery,CA
Dirk Allen Konopik,dirk-allen-konopik,CA
Susan Bysiewicz,susan-bysiewicz,CT
William M Tong,william-m-tong,CT
Brian Keith Hill,brian-keith-hill,CT
Mike Haridopolos,mike-haridopolos,FL
Ronald D Rushing,ronald-d-rushing,FL
Adam Hasner,adam-hasner,FL
Darryl Leon Jackson,darryl-leon-jackson,FL
Richard Mourdock,richard-e-mourdock,IN
Jack Edward Rooney,jack-edward-rooney,IN
Alan Khazei,alan-khazei,MA
Robert Kinloch Massie,robert-kinloch-massie,MA
Marisa Defranco,marisa-defranco,MA
Setti Warren,setti-warren,MA
Thomas P. Conroy,thomas-p-conroy,MA
James C. King,james-c-king,MA
Elizabeth Warren,elizabeth-warren,MA
Raymond Levi Blagmon,raymond-levi-blagmon,MD
William T. Capps Jr.,william-t-capps-jr,MD
Daniel J. Bongino,daniel-j-bongino,MD
Richard James Douglas,richard-james-douglas,MD
Laurence Scott D'amboise,laurence-scott-damboise,ME
Clark Durant,clark-durant,MI
Chad Michael Dewey,chad-michael-dewey,MI
Peter D Konetchy,peter-d-konetchy,MI
Randall John Hekman,randall-john-hekman,MI
Fredrick Phillip Rick Wilson,fredrick-phillip-rick-wilson,MI
John P Mcculloch,john-p-mcculloch,MI
Daniel Mark (Doc) Severson,daniel-mark-doc-severson,MN
Dick Franson,dick-franson,MN
Sarah H Steelman,sarah-h-steelman,MO
E Benjamin Nelson,e-benjamin-nelson,NE
Don Stenberg,don-stenberg,NE
Jon C. Bruning,jon-c-bruning,NE
Patrick J Flynn,patrick-j-flynn,NE
Russell Anderson,russell-paul-anderson,NE
Ian S Linker,ian-s-linker,NJ
Hector Balderas,hector-balderas,NM
Greg Sowards,greg-sowards,NM
John Sanchez,john-sanchez,NM
Byron Georgiou,byron-georgiou,NV
George Maragos,george-maragos,NY
Michael Lindsey Md Pryce,michael-lindsey-md-pryce,OH
Russell Bliss,russell-p-jr-rusty-bliss,OH
Josh Mandel,josh-mandel,OH
Kevin J Coughlin,kevin-j-coughlin,OH
Marc Scaringi,marc-anthony-scaringi,PA
Tom Smith,tom-smith,PA
B. Barrett Hinckley,barry-hinckley,RI
James Patrick Durkan,james-patrick-durkan,TN
Zachary Scott Poskevich,zachary-scott-poskevich,TN
Sean Peter Hubbard,sean-peter-hubbard,TX
Stanley Garza,stanley-garza,TX
Ricardo Sauceda Sanchez,ricardo-sauceda-sanchez,TX
Florence Shapiro,florence-shapiro,TX
Andrew Paredes Castanuela,andrew-paredes-castanuela,TX
Elizabeth Ames Jones,elizabeth-ames-jones,TX
Roger Williams ,roger-williams,TX
Ted Cruz,rafael-edward-ted-cruz,TX
Marshall Glenn Addison,marshall-glenn-addison,TX
Thomas C Leppert,thomas-c-leppert,TX
David H. Dewhurst,david-h-dewhurst,TX
Curtis C Cleaver,curtis-c-cleaver,TX
Courtney Lynch,courtney-lynch,VA
Jamie L. Radtke,jamie-l-radtke,VA
David M. McCormick,david-m-mccormick,VA
Tim Donner,tim-donner,VA
Earl W Sr Jackson,earl-w-sr-jackson,VA
James Kevin Chisholm,james-kevin-chisholm,VA
Thomas E. Fuller,thomas-e-fuller,AL
Cendie Crawley,cendie-crawley,AL
Cheryl Sabel,cheryl-sabel,AL
Harri Anne Smith,harri-anne-smith,AL
Craig D. Schmidtke,craig-d-schmidtke,AL
David Woods,david-woods,AL
David Grimes,david-grimes,AL
Greg Warren,greg-warren,AL
Cheryl Baswell Guthrie,cheryl-baswell-guthrie,AL
Angelo Doc Mancuso,angelo-doc-mancuso,AL
Ray McKee,ray-mckee,AL
George C. Barry,george-c-barry,AL
Mark Huff,mark-huff,AL
Earl Mack Gavin,earl-mack-gavin,AL
Johnny Swanson III,johnny-swanson-iii,AL
"Mark ""No NCAA"" Townsend",mark-no-ncaa-townsend,AL
Gabrielle LeDoux,gabrielle-ledoux,AK
Diane E. Benson,diane-e-benson,AK
Ray Metcalfe,ray-metcalfe,AK
David W. Cuddy,david-w-cuddy,AK
Vic Vickers,vic-vickers,AK
Michael D. Corey,michael-d-corey,AK
Rick Sikma,rick-sikma,AK
Rich M. Wanda,rich-m-wanda,AK
Mary Kim Titla,mary-kim-titla,AZ
Howard Shanker,howard-shanker,AZ
Jeffrey Brown,jeffrey-brown,AZ
Sandra L. B. Livingstone,sandra-l-b-livingstone,AZ
Tom Hansen,tom-hansen,AZ
Barry Hall,barry-hall,AZ
Preston Korn,preston-korn,AZ
Laura Knaperek,laura-knaperek,AZ
Mark Anderson,mark-anderson,AZ
Jim Ogsbury,jim-ogsbury,AZ
Ralph Hughes,ralph-hughes,AZ
Chris Gramazio,chris-gramazio,AZ
Gene Chewning,gene-chewning,AZ
Harley Meyer,harley-meyer,AZ
Paul Price,paul-price,AZ
Danial Suits,danial-suits,AR
Joshua Drake,joshua-drake,AR
Mitchell Clogg,mitchell-clogg,CA
Douglas Pharr,douglas-pharr,CA
Arjinderpal Sekhon,arjinderpal-sekhon,CA
John Jacobson,john-jacobson,CA
Suzanne Jones,suzanne-jones,CA
Theodore Terbolizard,theodore-terbolizard,CA
John Wolfgram,john-wolfgram,CA
L. R. Roberts,l-r-roberts,CA
David B. Lynch,david-b-lynch,CA
Edward K. Newman,edward-k-newman,CA
Bill Callison,bill-callison,CA
Shirley Golub,shirley-golub,CA
Brad Newsham,brad-newsham,CA
Michelle McMurry,michelle-mcmurry,CA
Frank Wade,frank-wade,CA
Robert Barrows,robert-barrows,CA
Sandra Marshall-Eminger,sandra-marshall-eminger,CA
Michael Tenenbaum,michael-tenenbaum,CA
Mary Pallant,mary-pallant,CA
Sonny Sardo,sonny-sardo,CA
Cynthia Matthews,cynthia-matthews,CA
Alan Pyeatt,alan-pyeatt,CA
Keith A. Fichtelman,keith-a-fichtelman,CA
Felicia Ford,felicia-ford,CA
Kevin M. Moreau,kevin-m-moreau,CA
Tom Kennedy,tom-kennedy,CA
Pamela Zander,pamela-zander,CA
Rita Ramirez-Dean,rita-ramirez-dean,CA
Beverly Bruins,beverly-bruins,CA
Ronald Shepston,ronald-shepston,CA
Joanne Gilbert,joanne-gilbert,CA
George Pearne,george-pearne,CA
Paul Clay,paul-clay,CA
David Hunsicker,david-hunsicker,CA
Ronald St. John,ronald-st-john,CA
Daniel Kalmick,daniel-kalmick,CA
Thomas Lash,thomas-lash,CA
Cheryl Ede,cheryl-ede,CA
Daniel Ramirez,daniel-ramirez,CA
David Lee Joy,david-lee-joy,CA
Daniel Felzer,daniel-felzer,CA
Brian Jones,brian-jones,CA
Robert Watkins,robert-watkins,CA
Rick Powell,rick-powell,CA
Vickie Butcher,vickie-butcher,CA
Michael Copass,michael-copass,CA
Naomi Bar-Lev,naomi-bar-lev,CA
Charles R. Crain,charles-r-crain,CO
Joan Fitz-Gerald,joan-fitz-gerald,CO
Will Shafroth,will-shafroth,CO
J. A. Calhoun,j-a-calhoun,CO
Hal Bidlack,hal-bidlack,CO
Jeff Crank,jeff-crank,CO
Bentley Rayburn,bentley-rayburn,CO
Ted Harvey,ted-harvey,CO
Steve Ward,steve-ward,CO
Bob Kinsey,bob-kinsey,CO
Buddy Moore,buddy-moore,CO
Gary Cooper,gary-cooper,CO
Bruce E. Lohmiller,bruce-e-lohmiller,CO
Stephen E.D. Fournier,stephen-ed-fournier,CT
Ralph A. Ferrucci,ralph-a-ferrucci,CT
David J. Cappiello,david-j-cappiello,CT
Anthony Joseph Nania,anthony-joseph-nania,CT
Thomas L. Winn,thomas-l-winn,CT
Harold H. Burbank II,harold-h-burbank-ii,CT
Micheal Miller,micheal-miller,DE
Jerry W. Northington,jerry-w-northington,DE
Mark Mulligan,mark-mulligan,FL
Jay McGovern,jay-mcgovern,FL
Jim King,jim-king,FL
John Russell,john-russell-2,FL
Carol Castagnero,carol-castagnero,FL
Tim Cunha,tim-cunha,FL
Clyde Malloy,clyde-malloy,FL
Charlie Stuart,charlie-stuart,FL
Mike Smith,mike-smith,FL
Quoc Ba Van,quoc-ba-van,FL
Alexander Fry,alexander-fry,FL
Bill Mitchell,bill-mitchell,FL
John Dicks,john-dicks-1,FL
John Kalimnios,john-kalimnios,FL
Richard O. Emmons,richard-o-emmons,FL
Andrew Pasayan,andrew-pasayan,FL
Bob Hackworth,bob-hackworth,FL
Samm Denise Simpson,samm-denise-simpson,FL
Don Callahan,don-callahan,FL
Christine Jennings,christine-jennings,FL
Jan Schneider,jan-schneider,FL
Robert M. Neeld,robert-m-neeld,FL
Burt Saunders,burt-saunders,FL
Jeff George,jeff-george,FL
Alan Bergman,alan-bergman,FL
Kevin Lehoullier,kevin-lehoullier,FL
Stephen Blythe,stephen-blythe,FL
Paul Rancatore,paul-rancatore,FL
Frank Zilaitis,frank-zilaitis,FL
Trevor Lowing,trevor-lowing,FL
Gayle Harrell,gayle-harrell,FL
Hal Valeche,hal-valeche,FL
Annette Taddeo,annette-taddeo,FL
Margaret Hostetter,margaret-hostetter,FL
Marc Luzietti,marc-luzietti,FL
Raul L. Martinez,raul-l-martinez,FL
Ray Torres Sanchez,ray-torres-sanchez,FL
April Cook,april-cook,FL
Clint Curtis,clint-curtis-1,FL
Bill Gillespie,bill-gillespie,GA
Stephen Camp,stephen-camp,GA
Loretta VanPelt,loretta-vanpelt,GA
Loren Christopher Collins,loren-christopher-collins,GA
Faye Coffield,faye-coffield,GA
Jacob Perasso,jacob-perasso,GA
Markel Hutchins,markel-hutchins,GA
Able Mable Thomas,able-mable-thomas,GA
Shira Kash,shira-kash,GA
Jeanne Fitzmaurice,jeanne-fitzmaurice,GA
Bill Jones,bill-jones,GA
Robert Nowack,robert-nowack,GA
Rick Goddard,rick-goddard,GA
Jeff Scott,jeff-scott,GA
Barry Fleming,barry-fleming,GA
Bobby Saxon,bobby-saxon,GA
Hugh Bud Gammon,hugh-bud-gammon,GA
John Stone,john-stone,GA
Ben Crystal,ben-crystal,GA
Donzella James,donzella-james,GA
Dale Cardwell,dale-cardwell,GA
Rand Knight,rand-knight,GA
Josh Lanier,josh-lanier,GA
Eleanor Garcia,eleanor-garcia,GA
William Salomone Jr.,william-salomone-jr,GA
Li Zhao,li-zhao,HI
Roger B. Evans,roger-b-evans,HI
Shaun Stenshol,shaun-stenshol,HI
Larry Grant,larry-grant,ID
Matthew Salisbury,matthew-salisbury,ID
Jack Wayne Chappell,jack-wayne-chappell,ID
Gregory Nemitz,gregory-nemitz,ID
Deborah Holmes,deborah-holmes,ID
David Sneddon,david-sneddon,ID
Scott A. Syme,scott-a-syme,ID
Richard Phenneger,richard-phenneger,ID
Neal Thompson,neal-thompson,ID
Fred M. Adams,fred-m-adams,ID
Bill Hunter,bill-hunter,ID
Brian E. Hefner,brian-e-hefner,ID
Hal James Styles Jr.,hal-james-styles-jr,ID
David J. Archuleta,david-j-archuleta,ID
Kevin Volkmann,kevin-volkmann,ID
Antoine Members,antoine-members,IL
Mark N. Pera,mark-n-pera,IL
Jim Capparelli,jim-capparelli,IL
Jerry Bennett,jerry-bennett,IL
Michael Hawkins,michael-hawkins,IL
Arthur J. Jones,arthur-j-jones,IL
Jerome Pohlen,jerome-pohlen,IL
Daniel Cunningham,daniel-cunningham-1,IL
Omar N. Lpez,omar-n-lpez,IL
Jill Morgenthaler,jill-morgenthaler,IL
Robert Dallas,robert-dallas,IL
Steve Miller,steve-miller,IL
Randi Scheurer,randi-scheurer,IL
Steve Greenberg,steve-greenberg,IL
Kirk Morris,kirk-morris,IL
Kenneth W. Arnold,kenneth-w-arnold,IL
John Nocita,john-nocita,IL
Michael Benjamin Younan,michael-benjamin-younan,IL
Jay K. Footlik,jay-k-footlik,IL
Timothy A. Baldermann,timothy-a-baldermann,IL
Terry Heenan,terry-heenan,IL
Jimmy Lee,jimmy-lee,IL
Timmy Jay Richardson Jr.,timmy-jay-richardson-jr,IL
Sean O'Kane,sean-okane,IL
Steve Alesch,steve-alesch,IL
John Laesch,john-laesch,IL
Joe Serra,joe-serra,IL
Jotham Stein,jotham-stein,IL
Jim Oberweis,jim-oberweis,IL
Chris Lauzen,chris-lauzen,IL
Michael J. Dilger,michael-j-dilger,IL
Steve Cox,steve-cox,IL
Robert G. Abboud,robert-g-abboud,IL
Scott Summers,scott-summers,IL
Jim McConoughey,jim-mcconoughey,IL
John D. Morris,john-d-morris,IL
Colleen Callahan,colleen-callahan,IL
Joe McMenamin,joe-mcmenamin,IL
Troy Dennis,troy-dennis,IL
Vic Roberts,vic-roberts,IL
Mike Psak,mike-psak,IL
Mark E. Coleman,mark-e-coleman,IN
Chuck Barman,chuck-barman,IN
Jeff Duensing,jeff-duensing,IN
Luke Puckett,luke-puckett,IN
Mark Vogel,mark-vogel,IN
Scott Wise,scott-wise,IN
Mike Montagano,michael-a-mike-montagano,IN
William R. Larsen,william-r-larsen,IN
Nels Ackerson,nels-ackerson,IN
Clayton L. Alfred,clayton-l-alfred,IN
Mary Etta Ruley,mary-etta-ruley,IN
Kenny Stall,kenny-stall,IN
Chester Kelsey,chester-kelsey,IN
Woodrow A. (Woody) Myers Jr.,woodrow-a-woody-myers-jr,IN
David Orentlicher,david-orentlicher,IN
Carolene Mays,carolene-mays,IN
III Stockett ;Joseph C. Hippie Joe,iii-stockett-joseph-c-hippie-joe,IN
Frances Nelson Williams,frances-nelson-williams,IN
Larry Lamont Ledford,larry-lamont-ledford,IN
Gabrielle Campo,gabrielle-campo,IN
Jon Elrod,jon-elrod,IN
Catherine Cat Ping,catherine-cat-ping,IN
Larry Shouse,larry-shouse,IN
Delbert Suits,delbert-suits,IN
Greg Goode,greg-goode,IN
Gretchen Clearwater,gretchen-clearwater,IN
David Hartusch,david-hartusch,IA
Peter Teahen,peter-teahen,IA
Lee Harder,lee-harder,IA
Wendy Barth,wendy-barth,IA
Brian White,brian-white,IA
Ed Fallon,ed-fallon,IA
Kim Schmett,kim-schmett,IA
Frank V. Forrestal,frank-v-forrestal,IA
Becky Greenwald,becky-greenwald,IA
Kurt Meyer,kurt-meyer,IA
William J. Meyers,william-j-meyers,IA
Kevin Miskell,kevin-miskell,IA
Rob Hubler,rob-hubler,IA
Victor Vara,victor-vara,IA
George S. Eichhorn,george-s-eichhorn,IA
James Bordonaro,james-bordonaro,KS
Kathleen M. Burton,kathleen-m-burton,KS
Jack Warner,jack-warner,KS
Paul V. Showen,paul-v-showen,KS
Roger D. Tucker,roger-d-tucker,KS
Donald Betts Jr.åÊ,donald-betts-jr,KS
Susan G. Ducey,susang-ducey,KS
Lee Jones,lee-jones,KS
Heather A. Ryan,heather-a-ryan,KY
David E. Boswell,david-e-boswell,KY
Reid Haire,reid-haire,KY
Corley C. Everett,corley-c-everett,KY
Chris Thieneman,chris-thieneman,KY
Robert L. Devore Jr.,bob-devore-jr,KY
Warren O. Stone,warren-o-stone,KY
G.E. Puckett,ge-puckett,KY
Michael Kelley,michael-kelley,KY
Jon Larson,jon-larson,KY
Tony McCurdy,tony-mccurdy,KY
Daniel Essek,daniel-essek,KY
Andrew Horne,andrew-horne,KY
Greg Fischer,greg-fischer,KY
David Lynn Williams,david-l-williams,KY
James E. Rice,james-e-rice,KY
Michael Cassaro,michael-cassaro,KY
David Lee Wylie,david-lee-wylie,KY
Jim Harlan,jim-harlan,LA
Vinny Mendoza,mv-vinny-mendoza,LA
Helena Moreno,helena-moreno,LA
James Carter,james-carter,LA
Troy C Carter,troy-c-carter,LA
Kenya J.H. Smith,kenya-jh-smith,LA
Malik Rahim,malik-rahim,LA
Gregory W. Kahn,gregory-w-kahn,LA
Jerry Jacobs,jerry-jacobs,LA
Chris Gorman,chris-gorman,LA
Jeff Thompson,jeff-thompson,LA
Paul J. Carmouche,paul-j-carmouche,LA
Willie Banks,willie-banks,LA
John Milkovich,john-milkovich,LA
Artis Doc Cash,artis-doc-cash,LA
Gerard J. Bowen,gerard-j-bowen,LA
Andrew Clack,andrew-clack,LA
Peter Vidrine,peter-vidrine,LA
Adam Roland Cote,adam-roland-cote,ME
Michael F. Brennan,michael-f-brennan,ME
Ethan King Strimling,ethan-king-strimling,ME
Mark W. Lawrence,mark-w-lawrence,ME
Stephen J. Meister,stephen-j-meister,ME
Charlie Summers,charles-e-summers,ME
John N. Frary,john-n-frary,ME
Edward L. Cohen,edward-l-cohen,ME
Thomas J. Ledue,thomas-j-ledue,ME
Christopher Robert Robinson,christopher-robert-robinson,MD
Steve Harper,steve-harper,MD
Joseph Werner,joseph-werner,MD
E. J. Pipkin,e-j-pipkin,MD
Joe Arminio,joe-arminio,MD
Robert Joseph Banks,robert-joseph-banks,MD
Richard James Davis,richard-james-davis,MD
Richard Pryce Matthews,richard-pryce-matthews,MD
Lorenzo Gaztanaga,lorenzo-gaztanaga,MD
John Stafford,john-stafford,MD
Christopher Panasuk,christopher-panasuk,MD
Paul Spause,paul-spause,MD
Jason Jennings,jason-jennings,MD
Michael Babula,michael-babula,MD
Peter James,peter-james,MD
Michael Moshe Starkman,michael-moshe-starkman,MD
Vincent Martorano,vincent-martorano,MD
Thibeaux Lincecum,thibeaux-lincecum,MD
Steve Schulin,steve-schulin,MD
Darryn O'Shea Jackson Sr.,darryn-oshea-jackson-sr,MD
James Patrick Cusick Sr.,james-patrick-cusick-sr,MD
Mike Hethmon,mike-hethmon,MD
Jesse James Dann,jesse-james-dann,MD
Darlene H. Nicholas,darlene-h-nicholas,MD
Tom Croft,tom-croft,MD
Frank K. Nethken,frank-k-nethken,MD
Jennifer P. Dougherty,jennifer-p-dougherty,MD
Robin L. Deibert,robin-l-deibert,MD
Larry John Smith,larry-john-smith,MD
Rick Lank,rick-lank,MD
Gary W. Hoover Sr.,gary-w-hoover-sr,MD
Deborah A. Vollmer,deborah-a-vollmer,MD
Brian Mezger,brian-mezger,MD
Jay Roberts,jay-roberts,MD
Meyer F. Marks,meyer-f-marks,MD
Robert A. Feuer,robert-a-feuer,MA
Nathan A. Bech,nathan-a-bech,MA
Susan Allen,susan-allen,MA
Richard A. Baker,richard-a-baker,MA
John Cunningham,john-cunningham-1,MA
Edward J. O'Reilly,edward-j-oreilly,MA
Robert J. Underwood,robert-j-underwood,MA
Tom Casperson,tom-casperson,MI
Jean Treacy,jean-treacy,MI
Daniel W. Grow,daniel-w-grow,MI
Joshua J. Warren,joshua-j-warren,MI
Dan Johnson,dan-johnson,MI
Ronald E. Graeser,ronald-e-graeser,MI
Henry Sanchez,henry-sanchez,MI
Erwin J. Haas,erwin-j-haas,MI
Andrew D. Concannon,andrew-d-concannon,MI
John Emerick,john-emerick,MI
Allitta Hren,allitta-hren,MI
Matt Sawicki,matt-sawicki,MI
Leonard Schwartz,leonard-schwartz,MI
Ken Mathenia,ken-mathenia,MI
Edward Pinkney,edward-pinkney,MI
Sharon Marie Renier,sharon-marie-renier,MI
Robert D. Alexander,robert-d-alexander,MI
Will Tyler White,will-tyler-white,MI
Aaron Stuttman,aaron-stuttman,MI
George M. Zimmer,george-m-zimmer,MI
Robert Denison,robert-denison,MI
Neil Kiernan Stephenson,neil-kiernan-stephenson,MI
Candace R. Caveny,candace-r-caveny,MI
Joseph W. Larkin,joseph-w-larkin,MI
Edward Kriewall,edward-kriewall,MI
John J. Tatar,john-j-tatar,MI
Erik Shelley,erik-shelley,MI
Bert Copple,bert-copple,MI
John Vico,john-vico,MI
Les Townsend,les-townsend,MI
William J. Opalicky,william-j-opalicky,MI
Mary Waters,mary-waters,MI
Martha G. Scott,martha-g-scott,MI
Edward J. Gubics,edward-j-gubics,MI
George L. Corsetti,george-l-corsetti,MI
Gregory Creswell,gregory-creswell,MI
Richard J. Secula,richard-j-secula,MI
Clyde K. Shabazz,clyde-k-shabazz,MI
Aimee Smith,aimee-smith,MI
Gregory Scott Stempfle,gregory-scott-stempfle,MI
James H. Wagner,james-h-wagner,MI
Anthony America,anthony-america,MI
Brian J. Davis,brian-j-davis,MN
Dick Day,dick-day,MN
Gregory Mikkelson,gregory-mikkelson,MN
Steve Sarvi,steve-sarvi,MN
Steev Ramsdell,steev-ramsdell,MN
Bill McGaughey,bill-mcgaughey,MN
Aubrey Immelman,aubrey-immelman,MN
Michael Cummins,michael-cummins,MN
Priscilla Lord Faris,priscilla-lord-faris,MN
Bob Larson,bob-larson,MN
Rob Fitzgerald,rob-fitzgerald,MN
Alve Erickson,alve-erickson,MN
Jack Uldrich,jack-uldrich,MN
Stephen Williams,stephen-williams,MN
Kurt Michael Anderson,kurt-michael-anderson,MN
Doug Williams,doug-williams,MN
Darryl Stanton,darryl-stanton,MN
Bill Dahn,bill-dahn,MN
Steve Holland,steve-holland,MS
Marshall W. Coleman,marshall-w-coleman,MS
Brian Neely,brian-neely,MS
Ken Hurt,ken-hurt,MS
Greg Davis,greg-davis,MS
Glenn L. McCullough Jr.,glenn-l-mccullough-jr,MS
Randy Russell,randy-russell,MS
John M. Wages Jr.,john-m-wages-jr,MS
Dorothy Dot Benford,dorothy-dot-benford,MS
Charlie Ross,charlie-ross,MS
David Landrum,david-landrum,MS
John Rounsaville,john-rounsaville,MS
Gregory W. Hatcher,gregory-w-hatcher,MS
James Broadwater,james-broadwater,MS
William Bill Marcy,william-bill-marcy,MS
Randy Eads,randy-eads,MS
John McCay III,john-mccay-iii,MS
David L. Pentland,david-l-pentland,MO
Byron DeLear,byron-delear,MO
Mike Garman,mike-garman,MO
Thomas L. Knapp,thomas-l-knapp,MO
Greg Zotta,greg-zotta,MO
Pat Ertmann,pat-ertmann,MO
Kevin C. Babcock,kevin-c-babcock,MO
Cynthia Cindy Redburn,cynthia-cindy-redburn,MO
Stanley Plough Jr.,stanley-plough-jr,MO
Joseph Terrazas,joseph-terrazas,MO
Chris Knowlton,chris-knowlton,MO
Kay Barnes,kay-barnes,MO
Ali Allon Sherkat,ali-allon-sherkat,MO
Dave Browning,dave-browning,MO
Richard Monroe,richard-monroe,MO
